Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1992","kg","10.11"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1993","kg","9.98"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1994","kg","10.23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1995","kg","9.92"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1996","kg","10.06"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1997","kg","9.78"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1998","kg","10.32"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","1999","kg","9.29"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2000","kg","9.28"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2001","kg","9.99"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2002","kg","10"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2003","kg","9.87"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2004","kg","10.43"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2005","kg","10.19"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2006","kg","10.12"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2007","kg","10.26"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2008","kg","10.5"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2009","kg","10.33"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2010","kg","10.84"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2011","kg","10.61"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2012","kg","10.85"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Eggs","2013","kg","11.08"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1961","1000 tonnes","12005"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1962","1000 tonnes","12304"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1963","1000 tonnes","11942"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1964","1000 tonnes","11685"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1965","1000 tonnes","12119"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1966","1000 tonnes","11974"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1967","1000 tonnes","12341"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1968","1000 tonnes","12630"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1969","1000 tonnes","12747"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1970","1000 tonnes","12971"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1971","1000 tonnes","13305"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1972","1000 tonnes","14171"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1973","1000 tonnes","14402"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1974","1000 tonnes","13993"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1975","1000 tonnes","13934"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1976","1000 tonnes","14419"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1977","1000 tonnes","15200"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1978","1000 tonnes","15903"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1979","1000 tonnes","15913"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1980","1000 tonnes","15974"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1981","1000 tonnes","15865"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1982","1000 tonnes","16759"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1983","1000 tonnes","17261"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1984","1000 tonnes","16225"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1985","1000 tonnes","16022"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1986","1000 tonnes","16234"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1987","1000 tonnes","15508"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1988","1000 tonnes","15133"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1989","1000 tonnes","14913"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1990","1000 tonnes","15251"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1991","1000 tonnes","14763"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1992","1000 tonnes","14776"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1993","1000 tonnes","14829"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1994","1000 tonnes","14991"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1995","1000 tonnes","14844"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1996","1000 tonnes","14808"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1997","1000 tonnes","14841"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1998","1000 tonnes","14632"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","1999","1000 tonnes","15014"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2000","1000 tonnes","14488"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2001","1000 tonnes","14707"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2002","1000 tonnes","14869"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2003","1000 tonnes","15010"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2004","1000 tonnes","14555"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2005","1000 tonnes","14473"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2006","1000 tonnes","14316"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2007","1000 tonnes","14023"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2008","1000 tonnes","13719"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2009","1000 tonnes","13852"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2010","1000 tonnes","14071"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2011","1000 tonnes","13849"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2012","1000 tonnes","13843"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Milk - Excluding Butter","2013","1000 tonnes","13936"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1961","1000 tonnes","22"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1962","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1963","1000 tonnes","22"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1964","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1965","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1966","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1967","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1968","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1969","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1970","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1971","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1972","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1973","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1974","1000 tonnes","45"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1975","1000 tonnes","29"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1976","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1977","1000 tonnes","24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1978","1000 tonnes","29"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1979","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1980","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1981","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1982","1000 tonnes","33"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1983","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1984","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1985","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1986","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1987","1000 tonnes","23"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1988","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1989","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1990","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1991","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1992","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1993","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1994","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1995","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1996","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1997","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1998","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","1999","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2000","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2001","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2002","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2003","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2004","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2005","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2006","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2007","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2008","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2009","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2010","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2011","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2012","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Losses","Milk - Excluding Butter","2013","1000 tonnes","0"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1961","kg","228.07"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1962","kg","233.47"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1963","kg","234.81"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1964","kg","237.99"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1965","kg","233.15"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1966","kg","226.75"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1967","kg","226.36"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1968","kg","228.11"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1969","kg","229.61"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1970","kg","231.65"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1971","kg","221.37"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1972","kg","225.2"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1973","kg","226.35"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1974","kg","227.2"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1975","kg","238.14"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1976","kg","230.87"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1977","kg","227.54"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1978","kg","221.77"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1979","kg","227.15"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1980","kg","222.48"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1981","kg","226.92"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1982","kg","231.11"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1983","kg","229.39"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1984","kg","236.6"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1985","kg","234.24"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1986","kg","233.54"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1987","kg","230.04"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1988","kg","228.28"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1989","kg","236.99"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1990","kg","232.29"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1991","kg","227.12"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1992","kg","222.38"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1993","kg","217.59"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1994","kg","215.51"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1995","kg","216.01"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1996","kg","235.95"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1997","kg","237.19"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1998","kg","231.27"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","1999","kg","230.67"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2000","kg","220.63"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2001","kg","226.94"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2002","kg","231.98"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2003","kg","241.66"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2004","kg","235.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2005","kg","247.97"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2006","kg","239.08"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2007","kg","240.18"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2008","kg","245.11"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2009","kg","236.34"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2010","kg","240.79"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2011","kg","238.67"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2012","kg","236.25"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Food supply quantity (kg/capita/yr)","Milk - Excluding Butter","2013","kg","232.2"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1961","1000 tonnes","881.44"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1962","1000 tonnes","931.3"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1963","1000 tonnes","950.8"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1964","1000 tonnes","960.74"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1965","1000 tonnes","1031.31"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1966","1000 tonnes","1054.14"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1967","1000 tonnes","1010.93"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1968","1000 tonnes","1026.04"
"Food Balances (-2013, old methodology and population)","United Kingdom of Great Britain and Northern Ireland","Production","Fish, Seafood","1969","1000 tonnes","1069.67"
